Source,Target
162,500058493,507271603
163,500058493,593338661
164,500058493,210852
165,500058493,879095530
166,500058493,655512412
167,500058493,217025
168,500058493,3401462
169,500058493,825887855
170,500058493,7305781
171,500058493,1242990305
172,500058493,202398
173,500058493,1376402367
174,500058493,6017119
175,500058493,9106066
176,500058493,100003282887347
177,500058493,1591443970
178,500058493,749731082
179,500058493,28101842
180,500058493,202708
181,500058493,695415532
182,500058493,7407757
183,500058493,836345315
184,500058493,720127038
185,500058493,206342
186,500058493,571203689
187,500058493,25316377
188,500058493,799493857
189,500058493,37007751
190,500058493,685309933
191,500058493,1130465684
192,500058493,1281516095
193,500058493,1309882
194,500058493,13720762
195,500058493,33900714
196,500058493,60000002
197,500058493,100003597551275
198,500058493,778435706
199,500058493,6024888
200,500058493,100003510132311
201,500058493,1596848290
202,500058493,1046711180
203,500058493,524551481
204,500058493,13720371
205,500058493,7813573
206,500058493,627157257
207,500058493,100000013856052
208,500058493,663293622
209,500058493,618901372
210,500058493,1211310
211,500058493,2508778
212,500058493,583054439
213,500058493,6001221
214,500058493,1200057
215,500058493,705588
216,500058493,1344120081
217,500058493,10709714
218,500058493,622676690
219,500058493,6821404
220,500058493,625042
221,500058493,6001509
222,500058493,629227153
223,500058493,2205636
224,500058493,536252650
225,500058493,712905113
226,500058493,30601387
227,500058493,640540660
228,500058493,578661732
229,500058493,503388833
230,500058493,597439526
231,500058493,775820326
232,500058493,513760215
233,500058493,662722923
234,500058493,2737390
235,500058493,554052505
236,500058493,705049138
237,500058493,2507506
238,500058493,3301225
239,500058493,16870
240,500058493,540005951
241,500058493,6011240
242,500058493,25905866
243,500058493,6000404
244,500058493,6001028
245,500058493,52002809
246,500058493,100001607696529
247,500058493,711834504
248,500058493,834777570
249,500058493,504559323
250,500058493,6001365
251,500058493,508160015
252,500058493,803510701
253,500058493,6239540
254,500058493,694712967
255,500058493,100003285236900
256,500058493,101520
257,500058493,100001501274017
258,500058493,7403714
259,500058493,1032972796
260,500058493,9315584
261,500058493,505650062
262,500058493,53300300
263,500058493,633926487
264,500058493,33305307
265,500058493,100000118003752
266,500058493,539920960
267,500058493,1281531464
268,500058493,3313046
269,500058493,702352790
270,500058493,1612998
271,500058493,6003364
272,500058493,682457764
273,500058493,1011758308
274,500058493,2412939
275,500058493,1239714
276,500058493,3304975
277,500058493,18201213
278,500058493,534346773
279,500058493,100001532021106
280,500058493,592322894
281,500058493,1225659400
282,500058493,1007645661
283,500058493,6011242
284,500058493,748866561
285,500058493,741739636
286,500058493,688800936
287,500058493,1072089827
288,500058493,501957043
289,500058493,100000359480128
290,500058493,1056122840
291,500058493,502707094
292,500058493,883395437
293,500058493,728507171
294,500058493,726535943
295,500058493,5703873
296,500058493,509380729
297,500058493,5313223
298,500058493,526378453
299,500058493,4914599
300,500058493,504121471
301,500058493,7402382
302,500058493,2507470
303,500058493,1501013779
304,500058493,631490229
305,500058493,601501158
306,500058493,552779014
307,500058493,1065383284
308,500058493,501206830
309,500058493,634465441
310,500058493,1061382569
311,500058493,6001074
312,500058493,681240166
313,500058493,693491758
314,500058493,642324656
315,500058493,15100303
316,500058493,1455459014
317,500058493,1100224
318,500058493,3307842
319,500058493,604571999
320,500058493,1047480072
321,500058493,502934753
322,500058493,6013163
323,500058493,35804833
324,500058493,16800077
325,500058493,4204885
326,500058493,518332116
327,500058493,1208532153
328,500058493,1700145
329,500058493,3002833
330,500058493,2519118
331,500058493,1431942436
332,500058493,3423281
333,500058493,729107686
334,500058493,5403093
335,500058493,783850327
336,500058493,17303872
337,500058493,11007451
338,500058493,6702494
339,500058493,531950898
340,500058493,740294615
341,500058493,121539
342,500058493,310541
343,500058493,706545665
344,500058493,314795
345,500058493,9125811
346,500058493,5226128
347,500058493,8613520
348,500058493,6312840
349,500058493,5500417
350,500058493,504258899
351,500058493,571643881
352,500058493,10600502
353,500058493,100000134986437
354,500058493,100000037061279
355,500058493,209670
356,500058493,2003718
357,500058493,672857002
358,500058493,675363416
359,500058493,1389650161
360,500058493,1026426099
361,500058493,1232400536
362,500058493,614805
363,500058493,4906238
364,500058493,632839308
365,500058493,1623776396
366,500058493,1096260148
367,500058493,100001280383201
368,500058493,1224481
369,500058493,643935724
370,500058493,100000787009934
371,500058493,100001898829054
372,500058493,12805005
373,500058493,2414435
374,500058493,13303110
375,500058493,728846791
376,500058493,2503354
377,500058493,1063230035
378,500058493,1506405
379,500058493,6704927
380,500058493,1047700042
381,500058493,6001052
382,500058493,758139601
383,500058493,2504911
384,500058493,100000208119123
385,500058493,2725806
386,500058493,2510906
387,500058493,2504282
388,500058493,886425178
389,500058493,574355133
390,500058493,1798914573
391,500058493,2903017
392,500058493,6022388
393,500058493,6009702
394,500058493,1221830
395,500058493,1220207
396,500058493,3303381
397,500058493,5308770
398,500058493,15702866
399,500058493,1223662
400,500058493,6001184
401,500058493,100004470874993
402,500058493,1380540159
403,500058493,507773878
404,500058493,24101462
405,500058493,1299323508
406,500058493,1253529800
407,500058493,611595509
408,500058493,1428283007
409,500058493,502715617
410,500058493,100003590296706
411,500058493,7803197
412,500058493,8620610
413,500058493,16600893
414,500058493,500710101
415,500058493,1070223396
416,500058493,12455169
417,500058493,1401836
418,500058493,6010172
419,500058493,18503004
420,500058493,720829321
421,500058493,6007269
422,500058493,2017274
423,500058493,100000754654359
424,500058493,679621471
425,500058493,1108634118
426,500058493,1351481862
427,500058493,5306845
428,500058493,125847
429,500058493,3006677
430,500058493,38600029
431,500058493,589335480
432,500058493,562500966
433,500058493,1005556
434,500058493,1525220
435,500058493,601948
436,500058493,6001041
437,500058493,621163091
438,500058493,768527237
439,500058493,1434428020
440,500058493,1041262883
441,500058493,645480912
442,500058493,1942015
443,500058493,775383209
444,500058493,860655050
445,500058493,2420203
446,500058493,534482523
447,500058493,722717782
448,500058493,504614862
449,500058493,771766263
450,500058493,677950504
451,500058493,5903125
452,500058493,10006584
453,500058493,13303125
454,500058493,516898579
455,500058493,1170720278
456,500058493,1103163
457,500058493,861440006
458,500058493,9402705
459,500058493,6001129
460,500058493,23602260
461,500058493,766940523
462,500058493,604467
463,500058493,514297
464,500058493,72606315
465,500058493,9505496
466,500058493,4923761
467,500058493,214019
468,500058493,418776
469,500058493,6307311
470,500058493,12329993
471,500058493,697015009
472,500058493,4801070
473,500058493,2505087
474,500058493,757370542
475,500058493,712600450
476,500058493,1300738
477,500058493,2402562
478,500058493,1534652573
479,500058493,6004832
480,500058493,511296314
481,500058493,622531656
482,500058493,2700153
483,500058493,6015115
484,500058493,1400239
485,500058493,30002212
486,500058493,1243620015
487,500058493,600755195
488,500058493,1529790
489,500058493,6010031
490,500058493,542555774
491,500058493,5303975
492,500058493,14216871
493,500058493,27101562
494,500058493,1498532218
495,500058493,1528161
496,500058493,2508556
497,500058493,754040460
498,500058493,6009016
499,500058493,2518607
500,500058493,502061985
501,500058493,24008113
502,500058493,6825170
503,500058493,1126684802
504,500058493,588833331
505,500058493,1216307
506,500058493,910793
507,500058493,538285045
508,500058493,654986320
509,500058493,544196464
510,500058493,125588
511,500058493,500076377
512,500058493,824479
513,500058493,1416173
514,500058493,601541613
515,500058493,7406195
516,500058493,45002104
517,500058493,722492792
518,500058493,3409189
519,500058493,4200362
520,500058493,506268533
521,500058493,68200306
522,500058493,2504291
523,500058493,1078914550
524,500058493,41003399
525,500058493,25306846
526,500058493,770283293
527,500058493,608157936
528,500058493,722292976
529,500058493,6309621
530,500058493,627191062
531,500058493,100000817604670
532,500058493,1092690656
533,500058493,1705550990
534,500058493,589754701
535,500058493,1201783
536,500058493,1524547179
537,500058493,58600006
538,500058493,6008265
539,500058493,595302891
540,500058493,547242537
541,500058493,100004531140829
542,500058493,100768
543,500058493,5408077
544,500058493,638583081
545,500058493,512652895
546,500058493,1334
547,500058493,782257264
548,500058493,6010260
549,500058493,545288477
550,500058493,824141
551,500058493,100003156703489
552,500058493,1040788215
553,500058493,20001284
554,500058493,6002701
555,500058493,10734850
556,500058493,1133542203
557,500058493,1218359
558,500058493,8306664
559,500058493,651385951
560,500058493,664681712
561,500058493,1010121144
562,500058493,716877340
563,500058493,6105786
564,500058493,1250034006
565,68200306,6702494
566,68200306,3002833
567,68200306,10709714
568,68200306,25306846
569,68200306,9315584
570,68200306,13720371
571,68200306,8306664
572,68200306,24101462
573,68200306,12805005
574,68200306,6105786
575,68200306,4914599
576,68200306,16600893
577,68200306,1528161
578,68200306,9106066
579,68200306,6312840
580,68200306,1525220
581,68200306,2003718
582,68200306,1513178
583,68200306,5226128
584,68200306,10600502
585,68200306,2017274
586,68200306,33602688
587,68200306,505650062
588,68200306,25316377
589,68200306,4906238
590,68200306,37609612
591,68200306,36200702
592,68200306,1529790
593,68200306,9502143
594,68200306,861440006
595,68200306,3612340
596,68200306,2015868
597,68200306,4923761
598,770283293,100000787009934
599,770283293,100004470874993
600,770283293,100001898829054
601,770283293,757370542
602,770283293,9004344
603,770283293,507773878
604,770283293,766940523
605,770283293,597439526
606,770283293,681240166
607,770283293,687860256
608,770283293,202398
609,770283293,775820326
610,770283293,100001812923952
611,770283293,726535943
612,770283293,210852
613,770283293,849814405
614,770283293,25905866
615,770283293,1026426099
616,770283293,219000058
617,770283293,6825170
618,770283293,615890
619,770283293,712600450
620,770283293,100002643143485
621,770283293,1040788215
622,770283293,758139601
623,770283293,100002223135601
624,770283293,1216307
625,770283293,521421712
626,770283293,677950504
627,770283293,621438759
628,770283293,100003282887347
629,770283293,604807792
630,770283293,775383209
631,770283293,771766263
632,770283293,1072089827
633,770283293,202906436
634,770283293,1431942436
635,770283293,516898579
636,770283293,1942015
637,770283293,2205322
638,770283293,672857002
639,770283293,38600029
640,770283293,621163091
641,770283293,908581
642,770283293,517117137
643,770283293,679621471
644,1299323508,645480912
645,1299323508,604467
646,1299323508,1198505532
647,1299323508,9402705
648,910793,38600029
649,910793,1046711180
650,910793,1063230035
651,910793,3401462
652,910793,20001284
653,910793,1224481
654,910793,588833331
655,910793,202906436
656,910793,100000817604670
657,910793,687860256
658,910793,6825170
659,910793,4204885
660,910793,1612998
661,910793,1100224
662,910793,589754701
663,910793,849814405
664,910793,18201213
665,910793,1259287991
666,910793,1700145
667,910793,100001898829054
668,910793,9004344
669,910793,1402927
670,910793,2205322
671,910793,702627
672,910793,27101562
673,910793,100002223135601
674,910793,771766263
675,910793,1232400536
676,910793,3301225
677,910793,517117137
678,910793,604807792
679,2737390,2725806
680,2737390,2726020
681,2737390,5703873
682,2737390,11007451
683,2737390,6200658
684,2737390,2306337
685,502715617,2507470
686,502715617,723555067
687,502715617,571643881
688,502715617,513760215
689,502715617,2504291
690,502715617,2519118
691,502715617,43900713
692,502715617,3423281
693,502715617,3413805
694,502715617,8500103
695,502715617,6005251
696,502715617,1455459014
697,502715617,903599
698,502715617,550780922
699,502715617,6008265
700,502715617,672978740
701,682457764,3006677
702,682457764,825887855
703,682457764,5411301
704,682457764,202708
705,682457764,543117165
706,682457764,655512412
707,682457764,1200057
708,682457764,37007751
709,682457764,7402382
710,682457764,592322894
711,682457764,532675848
712,682457764,782257264
713,682457764,310541
714,9402705,7403714
715,9402705,16870
716,9402705,12329993
717,9402705,5724236
718,9402705,1299323508
719,9402705,3304975
720,9402705,1198505532
721,9402705,604467
722,9402705,1092690656
723,9402705,886425178
724,9402705,645480912
725,9402705,100000017280447
726,100000359480128,681240166
727,100000359480128,501206830
728,100000359480128,712600450
729,100000359480128,9004344
730,100000359480128,6821404
731,100000359480128,687540420
732,100000359480128,679621471
733,100000359480128,1942015
734,100000359480128,14216871
735,100000359480128,542599010
736,100000359480128,1227960111
737,100000359480128,1232400536
738,100000359480128,9429
739,100000359480128,1096260148
740,100000359480128,504258899
741,100000359480128,726535943
742,100000359480128,517117137
743,100000359480128,100006543968521
744,100000359480128,615890
745,100000359480128,758139601
746,100000359480128,766940523
747,100000359480128,588833331
748,100000359480128,597439526
749,100000359480128,687860256
750,100000359480128,604807792
751,100000359480128,775820326
752,100000359480128,210852
753,100000359480128,22702212
754,100000359480128,100004470874993
755,100000359480128,621438759
756,100000359480128,1039380440
757,100000359480128,705588
758,100000359480128,209670
759,100000359480128,3215894
760,100000359480128,202906436
761,100000359480128,1431942436
762,100000359480128,757370542
763,100000359480128,1040788215
764,100000359480128,748866561
765,100000359480128,677950504
766,100000359480128,664681712
767,100000359480128,100002223135601
768,1201783,1281531464
769,1201783,651745040
770,1201783,1215458
771,1201783,7813573
772,1201783,2510906
773,2508556,6001028
774,2508556,2504291
775,2508556,3311391
776,2508556,651745040
777,2508556,578661732
778,2508556,2518607
779,2508556,2504282
780,100000817604670,650361251
781,100000817604670,1170720278
782,100000817604670,5303975
783,100000817604670,14216871
784,100000817604670,210852
785,100000817604670,24603389
786,100000817604670,3301225
787,100000817604670,2205322
788,100000817604670,9429
789,100000817604670,6825170
790,100000817604670,629227153
791,100000817604670,100003282887347
792,100000817604670,1064729326
793,100000817604670,1700145
794,100000817604670,1211310
795,100000817604670,1046711180
796,100000817604670,614805
797,100000817604670,206342
798,100000817604670,526378453
799,100000817604670,1281254468
800,100000817604670,588833331
801,100000817604670,740294615
802,100000817604670,28101842
803,100000817604670,1232400536
804,100000817604670,1402927
805,100000817604670,910793
806,100000817604670,1063230035
807,100000817604670,660177198
808,100000817604670,702627
809,100000817604670,775383209
810,100000817604670,512652895
811,100000817604670,1259287991
812,100000817604670,687860256
813,100000817604670,3401462
814,100000817604670,4204885
815,100000817604670,1612998
816,100000817604670,1224481
817,100000817604670,1220097946
818,100000817604670,38600029
819,100000817604670,1448973309
820,100000817604670,27404641
821,100000817604670,679621471
822,1798914573,1434428020
823,1798914573,604467
824,1798914573,618901372
825,1798914573,625042
826,1798914573,100003510132311
827,125847,1225659400
828,125847,503240110
829,125847,6009702
830,125847,6028356
831,125847,634465441
832,125847,506589180
833,125847,625328351
834,125847,531950898
835,125847,622676690
836,125847,6001218
837,125847,6002215
838,125847,6001052
839,125847,834777570
840,125847,2504282
841,125847,502707094
842,125847,6001074
843,125847,502934753
844,125847,506268533
845,125847,601501158
846,125847,6010260
847,125847,6011240
848,125847,6007269
849,125847,693491758
850,125847,6001180
851,125847,754040460
852,125847,1078914550
853,125847,562745600
854,125847,722717782
855,125847,611595509
856,125847,6004159
857,125847,6001403
858,125847,536252650
859,125847,3202023
860,125847,504614862
861,125847,6022388
862,125847,1007645661
863,125847,6000404
864,125847,6001221
865,125847,778435706
866,125847,782257264
867,125847,1067554670
868,125847,6001509
869,125847,6001028
870,125847,6001129
871,125847,729107686
872,125847,504559323
873,125847,749731082
874,125847,728846791
875,125847,6024888
876,125847,6001041
877,125847,627157257
878,100001812923952,1942015
879,100001812923952,849814405
880,100001812923952,775383209
881,100001812923952,25905866
882,100001812923952,771766263
883,100001812923952,36810170
884,100001812923952,601541613
885,100001812923952,660177198
886,100001812923952,521421712
887,100001812923952,705588
888,100001812923952,650361251
889,100001812923952,1227960111
890,100001812923952,100002643143485
891,100001812923952,557803201
892,100001812923952,512652895
893,100001812923952,209670
894,100001812923952,681240166
895,100001812923952,1224481
896,100001812923952,589754701
897,100001812923952,20001284
898,100001812923952,9004344
899,100001812923952,687860256
900,100001812923952,1072089827
901,100001812923952,1040788215
902,100001812923952,726535943
903,100001812923952,677950504
904,100001812923952,604807792
905,100001812923952,524551481
906,100001812923952,775820326
907,100001812923952,219000058
908,100001812923952,1334
909,100001812923952,100004470874993
910,100001812923952,100002223135601
911,100001812923952,2205322
912,100001812923952,503388833
913,100001812923952,6825170
914,100001812923952,202398
915,100001812923952,614805
916,100001812923952,702627
917,100001812923952,679621471
918,100001812923952,100003282887347
919,100001812923952,202906436
920,100001812923952,770283293
921,100001812923952,1431942436
922,100001812923952,629227153
923,100001812923952,100001898829054
924,100001812923952,100000787009934
925,100001812923952,507773878
926,100001812923952,210852
927,100001812923952,1064729326
928,1677835823,3304975
929,1677835823,1376402367
930,1677835823,645480912
931,1243620015,6821404
932,1243620015,512652895
933,6005251,550780922
934,6005251,6008265
935,6005251,502934753
936,6005251,6001028
937,6005251,634465441
938,6005251,10400191
939,6005251,2504282
940,6005251,3423281
941,6005251,571643881
942,6005251,506589180
943,6005251,6309621
944,6005251,6001365
945,6005251,903599
946,6005251,502715617
947,6005251,2504291
948,6005251,860655050
949,6005251,503240110
950,6005251,8500103
951,6005251,824479
952,6005251,5500417
953,6005251,513760215
954,6005251,2510906
955,6005251,2519118
956,6005251,507256768
957,6005251,17402311
958,11007451,2726020
959,11007451,1300738
960,11007451,2725806
961,11007451,7813573
962,11007451,2700153
963,11007451,9505496
964,11007451,5703873
965,11007451,2306337
966,11007451,2737390
967,11007451,651745040
968,1170720278,27404641
969,1170720278,1448973309
970,1170720278,1281254468
971,1170720278,9429
972,1170720278,589754701
973,1170720278,100000817604670
974,1170720278,1224481
975,1170720278,206342
976,1170720278,1211310
977,6022388,729107686
978,6022388,6009702
979,6022388,6004760
980,6022388,6001052
981,6022388,601501158
982,6022388,782257264
983,6022388,6001403
984,6022388,531950898
985,6022388,622531656
986,6022388,6001221
987,6022388,722492792
988,6022388,611595509
989,6022388,622676690
990,6022388,1078914550
991,6022388,504614862
992,6022388,506268533
993,6022388,6001180
994,6022388,6001074
995,6022388,6001509
996,6022388,693491758
997,6022388,536252650
998,6022388,6017119
999,6022388,1067554670
1000,6022388,634465441
1001,6022388,1225659400
1002,6022388,502934753
1003,6022388,627157257
1004,6022388,6002701
1005,6022388,2504282
1006,6022388,6015115
1007,6022388,2518607
1008,6022388,6007269
1009,6022388,6011240
1010,6022388,6008265
1011,6022388,728846791
1012,6022388,6001028
1013,6022388,6028356
1014,6022388,504559323
1015,6022388,6004832
1016,6022388,6017840
1017,6022388,503240110
1018,6022388,506589180
1019,6022388,6001041
1020,6022388,6001365
1021,6022388,6000404
1022,6022388,6009016
1023,6022388,6010260
1024,6022388,125847
1025,6022388,5500417
1026,6022388,6309621
1027,6022388,6001129
1028,6022388,6001184
1029,6022388,6002215
1030,6022388,834777570
1031,6022388,1100224
1032,642324656,33602688
1033,642324656,6704927
1034,642324656,3612340
1035,642324656,13720371
1036,642324656,6105786
1037,642324656,12805005
1038,642324656,10709714
1039,642324656,9369842
1040,642324656,45002104
1041,642324656,23602260
1042,642324656,9315584
1043,642324656,10600502
1044,642324656,1529790
1045,642324656,1528161
1046,642324656,37609612
1047,799493857,604467
1048,799493857,879095530
1049,6017119,6001184
1050,6017119,6000404
1051,6017119,729107686
1052,6017119,601501158
1053,6017119,6010260
1054,6017119,6004760
1055,6017119,634465441
1056,6017119,504559323
1057,6017119,6001052
1058,6017119,6001365
1059,6017119,6028356
1060,6017119,604571999
1061,6017119,6022388
1062,6017119,2504282
1063,6017119,6001218
1064,6017119,722492792
1065,6017119,6015411
1066,6017119,622676690
1067,6017119,6011240
1068,6017119,836345315
1069,6017119,728507171
1070,6017119,1067554670
1071,6017119,506589180
1072,6017119,504614862
1073,6017119,503240110
1074,6017119,6001180
1075,6017119,754040460
1076,6017119,6001074
1077,6017119,6001041
1078,6017119,6001028
1079,6017119,6008265
1080,6017119,6009016
1081,6017119,6001403
1082,6017119,6002701
1083,6017119,627157257
1084,6017119,6001221
1085,6017119,6002215
1086,6017119,728846791
1087,6017119,6309621
1088,6017119,502934753
1089,6017119,782257264
1090,6017119,5500417
1091,7305781,504559323
1092,7305781,24901692
1093,7305781,578661732
1094,7305781,3202023
1095,7305781,3307842
1096,7305781,1205056
1097,7305781,2505087
1098,7305781,1223662
1099,100000037061279,726453326
1100,100000037061279,100000145999955
1101,100000037061279,538285045
1102,100000037061279,1130465684
1103,100000037061279,651385951
1104,100000037061279,1061382569
1105,100000037061279,501777694
1106,7813573,6013163
1107,7813573,2700153
1108,7813573,1201783
1109,7813573,1300738
1110,7813573,2725806
1111,7813573,7803197
1112,7813573,11007451
1113,7813573,651745040
1114,7813573,1281531464
1115,7813573,1056122840
1116,7813573,24008113
1117,640540660,1221830
1118,640540660,1596848290
1119,640540660,3413805
1120,640540660,678790602
1121,640540660,1126684802
1122,640540660,768527237
1123,640540660,1347612182
1124,640540660,6002701
1125,640540660,504121471
1126,206342,1224481
1127,206342,1448973309
1128,206342,1281254468
1129,206342,601541613
1130,206342,526378453
1131,206342,1211310
1132,206342,100000817604670
1133,206342,1170720278
1134,206342,27404641
1135,206342,9429
1136,2015868,4923761
1137,2015868,33900714
1138,2015868,1528161
1139,2015868,6312840
1140,2015868,3612340
1141,2015868,37609612
1142,2015868,2017274
1143,2015868,13720371
1144,2015868,10600502
1145,2015868,9502143
1146,2015868,2003718
1147,2015868,68200306
1148,2015868,500050692
1149,2015868,25316377
1150,2015868,10709714
1151,2015868,3002833
1152,2015868,6702494
1153,2015868,9125811
1154,2015868,6704927
1155,2015868,1529790
1156,2015868,9106066
1157,2015868,41003399
1158,2015868,24101462
1159,2015868,25306846
1160,2015868,36200702
1161,2015868,4906238
1162,2015868,9315584
1163,2015868,5226128
1164,2015868,23602260
1165,2015868,6105786
1166,2015868,12805005
1167,1010121144,2503354
1168,1525220,3002833
1169,1525220,1528161
1170,1525220,9502143
1171,1525220,2017274
1172,1525220,25316377
1173,1525220,13720371
1174,1525220,68200306
1175,1525220,1529790
1176,6825170,28101842
1177,6825170,22702212
1178,6825170,219000058
1179,6825170,1046711180
1180,6825170,100004470874993
1181,6825170,1039380440
1182,6825170,1063230035
1183,6825170,20001284
1184,6825170,209670
1185,6825170,10011949
1186,6825170,677950504
1187,6825170,1700145
1188,6825170,679621471
1189,6825170,100002223135601
1190,6825170,3215894
1191,6825170,549512753
1192,6825170,36810170
1193,6825170,1100224
1194,6825170,2205322
1195,6825170,27101562
1196,6825170,597439526
1197,6825170,757370542
1198,6825170,775820326
1199,6825170,100002643143485
1200,6825170,1224481
1201,6825170,121539
1202,6825170,1026426099
1203,6825170,1334
1204,6825170,910793
1205,6825170,100000787009934
1206,6825170,38600029
1207,6825170,1942015
1208,6825170,9004344
1209,6825170,1216307
1210,6825170,1402927
1211,6825170,621438759
1212,6825170,849814405
1213,6825170,604807792
1214,6825170,542599010
1215,6825170,705588
1216,6825170,726535943
1217,6825170,210852
1218,6825170,758139601
1219,6825170,615890
1220,6825170,712600450
1221,6825170,521421712
1222,6825170,100003282887347
1223,6825170,14216871
1224,6825170,100000817604670
1225,6825170,202906436
1226,6825170,517117137
1227,6825170,1431942436
1228,6825170,702627
1229,6825170,18201213
1230,6825170,202398
1231,6825170,681240166
1232,6825170,508160015
1233,6825170,1232400536
1234,6825170,588833331
1235,6825170,4204885
1236,6825170,687540420
1237,6825170,557803201
1238,6825170,687860256
1239,6825170,1072089827
1240,6825170,100001898829054
1241,6825170,1040788215
1242,6825170,770283293
1243,6825170,504258899
1244,6825170,650361251
1245,6825170,507773878
1246,6825170,516898579
1247,6825170,100001812923952
1248,6825170,775383209
1249,6825170,25905866
1250,6825170,9429
1251,6825170,512652895
1252,726535943,100002643143485
1253,726535943,9429
1254,726535943,712600450
1255,726535943,100003282887347
1256,726535943,2205322
1257,726535943,775383209
1258,726535943,615890
1259,726535943,1040788215
1260,726535943,740294615
1261,726535943,9004344
1262,726535943,121539
1263,726535943,849814405
1264,726535943,202906436
1265,726535943,100004470874993
1266,726535943,758139601
1267,726535943,209670
1268,726535943,210852
1269,726535943,517117137
1270,726535943,679621471
1271,726535943,219000058
1272,726535943,504258899
1273,726535943,100002223135601
1274,726535943,1039380440
1275,726535943,100001812923952
1276,726535943,28101842
1277,726535943,38600029
1278,726535943,1072089827
1279,726535943,6825170
1280,726535943,775820326
1281,726535943,507773878
1282,726535943,100001898829054
1283,726535943,25905866
1284,726535943,100000787009934
1285,726535943,1942015
1286,726535943,677950504
1287,726535943,770283293
1288,726535943,1431942436
1289,726535943,687860256
1290,726535943,100000359480128
1291,726535943,757370542
1292,726535943,681240166
1293,726535943,687540420
1294,726535943,549512753
1295,1498532218,504559323
1296,1498532218,3303381
1297,1498532218,3313046
1298,1498532218,1347612182
1299,1612998,3401462
1300,1612998,677950504
1301,1612998,1046711180
1302,1612998,100000817604670
1303,1612998,1259287991
1304,1612998,1700145
1305,1612998,588833331
1306,1612998,687540420
1307,1612998,100001898829054
1308,1612998,1224481
1309,1612998,202906436
1310,1612998,629227153
1311,1612998,1133542203
1312,1612998,100003282887347
1313,1612998,3301225
1314,1612998,18201213
1315,1612998,1232400536
1316,1612998,910793
1317,1612998,1942015
1318,1612998,20001284
1319,1612998,702627
1320,2205322,500076377
1321,2205322,24603389
1322,2205322,1064729326
